GEOID,label,ALAND,bldg_area,street_len,nodes_num,poi_num,manufct_poi_num,transport_poi_num,trucking_poi_num,restaurant_poi_num,grocery_poi_num,tree_cover,builtup_cover,barren_cover,ttl_pop,pop_pct_white,pop_pct_black,mhh_income,geoid_o,visitor_flows
36061014601,215,74344,62521.68375,880.6240528,5,198,2,1,1,40,3,0,100,0,4481,72.08212453,2.16469538,219485,36061014601,556
36061014801,216,51979,43337.5371,656.3752126,4,109,1,0,0,17,1,0,100,0,3221,77.14995343,0.86929525,250000,36061014801,512
36061014802,217,125621,108501.8993,2148.336434,10,289,1,1,1,37,8,0,100,0,7494,78.58286629,0.867360555,180000,36061014802,878
36061014900,218,174054,128540.882,5295.295706,15,127,2,2,0,20,0,8.634812287,91.36518771,0,6351,75.84632341,1.84222957,219444,36061014900,782
36061015700,219,182390,153155.3177,3982.457247,14,394,4,2,0,78,4,0.586414726,99.41358527,0,11197,75.84174332,2.357774404,250000,36061015700,1174
36061015801,220,125753,90600.10329,1713.958906,13,160,1,1,0,29,4,0,100,0,5600,76.39285714,1.946428571,250000,36061015801,523
36061015900,221,175135,116416.5209,8716.248857,14,203,1,1,0,22,5,5.960881714,54.16537307,0,10054,75.14422121,1.850009946,201964,36061015900,1195
36061016001,222,125615,100896.9623,2614.079839,13,118,2,0,0,17,1,7.277882798,92.7221172,0,3852,84.96884735,0.856697819,250000,36061016001,346
36061016100,223,155737,123986.0107,2791.234861,11,145,2,0,0,33,0,3.243037009,96.75696299,0,6617,77.31600423,1.889073598,239323,36061016100,712
36061016200,224,272018,101602.9766,8829.873552,19,41,0,0,0,1,2,2.58951836,22.70663766,0.684986703,9033,6.476253736,37.24122661,31870,36061016200,2095
36061016600,225,174220,110776.2889,2752.909547,20,138,5,0,0,45,10,4.344862839,95.65513716,0,7012,20.72162008,17.18482601,38513,36061016600,1820
36061016700,226,196979,102009.437,11413.22773,18,214,3,0,0,47,4,15.47743966,40.91465547,0,7210,76.92094313,2.857142857,250000,36061016700,850
36061016800,227,199277,107974.1728,2779.781482,15,213,0,1,0,7,2,40.45596781,59.54403219,0,4964,18.65431104,26.9540693,33150,36061016800,977
36061017000,228,182917,97210.38704,2582.470913,7,131,1,0,1,31,7,4.141627416,95.85837258,0,7991,10.88724815,15.91790765,60000,36061017000,1756
36061017100,229,217834,124290.1055,7038.471857,16,179,1,0,1,38,6,14.53409009,35.1677563,0,9694,74.14895812,4.239735919,199333,36061017100,781
36061017300,230,178602,133340.2341,3868.129074,12,161,3,0,0,6,4,0.698370469,99.30162953,0,8699,66.43292332,6.540981722,208700,36061017300,870
36061017402,231,50730,33032.79184,1337.868054,7,21,0,0,0,3,3,16.16871705,83.83128295,0,2276,19.11247803,30.18453427,50000,36061017402,531
36061017500,232,216905,121796.9372,7687.17269,18,147,1,0,0,29,1,11.02253787,41.22037829,0,11110,73.14131413,3.96039604,250000,36061017500,997
36061017700,233,174558,129218.6418,2109.716867,11,131,0,0,0,13,5,4.763525009,95.23647499,0,9382,50.68215732,13.35536133,127109,36061017700,1204
36061017800,234,248850,125515.5556,6413.799026,11,93,1,0,0,21,3,11.9779864,47.54936873,0.628034963,3860,21.19170984,17.79792746,59625,36061017800,518
36061018100,235,138438,94536.66859,3001.28363,5,130,0,1,0,12,4,0.621917221,99.37808278,0,8941,57.13007494,11.45285762,118142,36061018100,1284
36061018200,236,176900,110612.5057,4005.22453,15,127,0,0,0,42,2,4.31352803,95.68647197,0,7675,9.824104235,26.08469055,39322,36061018200,1806
36061018300,237,224323,105611.5715,18436.44571,31,182,2,0,0,51,4,15.64910257,35.57990341,0,8534,64.37778299,5.671431919,224134,36061018300,913
36061018400,238,176581,90273.75383,2677.211897,9,84,6,0,1,16,6,29.19327731,70.80672269,0,7820,8.695652174,33.36317136,31776,36061018400,1245
36061018500,239,130395,54900.15846,1797.249795,3,66,3,0,0,6,2,28.88382688,71.11617312,0,5243,58.59240893,8.868968148,181926,36061018500,779
36061018600,240,121738,47382.38813,1870.466038,8,32,0,1,0,4,2,26.83402388,73.16597612,0,5127,6.787595085,45.95279891,46078,36061018600,1572
36061018800,241,148532,105773.8687,2266.356253,6,141,4,0,1,45,5,0,100,0,5697,15.02545199,18.85202738,29194,36061018800,897
36061019200,242,189850,41451.9192,13626.80703,18,25,1,0,0,0,2,20.61570953,38.53464381,0,3971,4.709141274,35.33115084,28608,36061019200,1288
36061019300,243,175714,119498.034,7159.403947,21,120,1,1,0,39,6,2.619128084,97.38087192,0,8736,28.30815018,15.41895604,69722,36061019300,1388
36061019400,244,175057,90909.16412,1434.101927,15,83,1,0,1,12,3,20.8071901,79.1928099,0,6978,8.283175695,28.51820006,35580,36061019400,1446
36061019500,245,218436,100380.1178,9437.268095,15,124,1,0,0,33,1,19.82725675,35.10662692,0,7828,56.88553909,5.122636689,127521,36061019500,1160
36061019600,246,177186,101253.8665,3904.474504,20,145,2,1,1,23,4,0.43543795,99.56456205,0,4031,13.74348797,30.78640536,43444,36061019600,580
36061019701,247,235976,47922.271,4340.700818,12,39,0,0,0,0,0,56.51189128,43.48810872,0,1278,30.12519562,12.12832551,0,36061019701,213
36061019702,248,47397,30242.72952,793.4183975,4,27,0,0,0,6,2,3.573667712,96.42633229,0,2601,35.14033064,28.21991542,128977,36061019702,433
36061020000,249,129294,99664.16643,2551.84326,15,147,3,0,0,21,1,3.147254767,96.85274523,0,2855,30.08756567,42.20665499,101635,36061020000,221
36061020102,250,83350,57365.50743,2245.792514,10,33,1,0,0,10,2,2.352941176,97.64705882,0,4077,28.77115526,38.41059603,104211,36061020102,690
36061020300,251,178225,118298.7083,2777.052314,12,52,0,0,0,12,3,20.58970515,75.16241879,0,3874,36.83531234,13.00980898,85625,36061020300,195
