id,lon_id,lat_id,poi_num,bldg_area,nodes_num,LST,longitude,latitude,tree,shrubland,grassland,builtup,barren,water,cropland,slope,aspect,elevation,aspect_class
7638,49,151,0,0,0,69.3612023,-12478050,3936870,0,39.41261288,0,0,32.31095914,0,0,5.4266243,164.7534332,425.8675842,South
7639,49,152,0,14184.66067,0,70.47889484,-12478050,3936330,0,59.05170805,0,0,12.67513656,0,0,2.21027112,163.9133606,413.4537964,South
7640,49,153,0,56019.03058,15,66.63704036,-12478050,3935790,0.84917846,17.22634747,0,43.15013144,10.50445959,0,0,2.0681181,168.1017761,401.431427,South
7641,49,154,1,29837.66456,7,67.06087484,-12478050,3935250,5.52661233,5.49997813,3.18701566,38.40577368,19.11400883,0,0,1.64264274,170.1496735,380.2163696,South
7642,49,155,0,56639.9262,7,67.07796494,-12478050,3934710,7.26575819,6.98769209,3.57117406,41.29610203,12.6159343,0,0,1.37091243,186.5622864,371.5522461,South
7643,49,156,0,0,0,70.5233291,-12478050,3934170,1.60520439,4.91785853,0,35.07116256,30.14570698,0,0,0.80868769,201.845932,362.5311279,South
7644,50,1,0,2789.640797,0,66.20807885,-12477510,4017870,0,47.150567,1.69577121,8.5133548,13.8706936,0,0,0.58685654,206.9859161,656.8214722,Southwest
7645,50,2,1,6294.262254,0,66.04401389,-12477510,4017330,0,26.23170394,0.98794299,13.50586862,30.50817391,0,0,0.9682427,155.6523895,649.8781128,Southeast
7646,50,3,0,3135.441596,1,66.08503013,-12477510,4016790,0.28413244,29.5072305,4.40774196,15.48269378,21.30187517,0,0.25331851,0.7743637,158.1268768,644.5530396,South
7647,50,4,0,0,0,66.44221322,-12477510,4016250,0.39117169,61.66290233,0.43064113,2.7695341,5.98604575,0,0,0.39276087,114.6555481,641.6130981,Southeast
7648,50,5,0,343.8916425,0,65.43731534,-12477510,4015710,0,71.06627443,0.17732263,0,0,0,0,2.85393333,62.85699081,653.1748657,Northeast
