LST,id,longitude,latitude,lon_id,lat_id,tree,shrubland,grassland,builtup,barren,water,slope,aspect,elevation,poi_num,bldg_area,nodes_num,aspect_class,Northeast,Northwest,Southwest,West,South,Southeast,East,North
41.96919002,7768,-73.7167,40.6711,112,67,3.6377394,0.0,5.14556105,55.87145558,0.54868055,0.0,0.22428489,227.50320435,6.12584591,29.0,61576.28768663483,17.0,Southwest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40.49944142,7769,-73.7119,40.6711,113,67,3.96412958,0.0,13.97191977,47.01368263,0.25370461,0.0,0.26344562,174.84855652,6.42173147,29.0,60671.814603282604,19.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41.59662584,7770,-73.7070,40.6711,114,67,7.53973671,0.0,3.96921867,53.61836983,0.07611138,0.0,0.30135006,159.89355469,6.54727793,1.0,65458.02877104198,20.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41.27191394,7771,-73.7022,40.6711,115,67,15.66031443,0.0,9.00285476,40.32088293,0.16864354,0.0,0.17169024,167.73965454,5.80875874,1.0,36023.62536033176,7.0,South,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.65325232,7773,-74.2552,40.6674,1,68,33.08911247,0.0,2.82118754,27.55282586,1.74385287,0.0,0.23896159,103.26254272,24.20799255,0.0,0.0,15.0,East,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1967175,7774,-74.2503,40.6674,2,68,41.58249286,0.0,1.72978483,21.15954619,0.73515486,0.0,0.53434348,90.99802399,21.7073822,0.0,0.0,17.0,East,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08734086,7775,-74.2455,40.6674,3,68,35.21920658,0.0,2.29780494,26.87422618,0.7903706,0.0,0.32110813,127.87381744,18.55000305,0.0,0.0,17.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41.46332306,7776,-74.2406,40.6674,4,68,34.29721647,0.0,0.55204662,29.7373731,0.62034255,0.0,0.48962331,124.20396423,17.33638,0.0,0.0,6.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.24946766,7777,-74.2358,40.6674,5,68,26.959664,0.0,0.80950202,36.43444706,1.00336567,0.0,0.30695605,140.77885437,13.73673534,0.0,13360.796903964245,15.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.43062272,7778,-74.2309,40.6674,6,68,17.22287396,0.0,1.04018807,45.90431655,0.9127479,0.0,0.4570668,133.33169556,11.59500504,0.0,122.14278566842285,10.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.674782,7779,-74.2261,40.6674,7,68,16.88462124,0.0,1.14841825,45.82930588,1.34463337,0.0,0.57888556,120.80773926,10.42431068,0.0,0.0,6.0,Southeast,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.31930792,7780,-74.2212,40.6674,8,68,16.97784325,0.0,2.90320946,43.9185371,1.38201847,0.02537045,0.4717299,11.99324799,9.07950878,0.0,7601.307327440282,12.0,North,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
